Date,SJC,Gold-global(USD),Gold-global(VND),Spread,VND/USD,DXY,TNX,Oil_Price,VNIndex,Bitcoin,Spread_lag1
2017-09-06,37050000,1334.14,36040273,1009727,22406,92.29,0.4703,49.09,793.55,4597.12,664116.0
2017-09-07,37050000,1349.2,36316968,733032,22326,91.53,0.4703,49.04,796.72,4599.88,1009727.0
2017-09-08,37280000,1346.71,36464267,815733,22458,91.33,0.4703,47.49,801.2,4228.75,733032.0
2017-09-09,37160000,1346.71,36464267,695733,22458,91.33,0.4703,47.49,801.2,4226.06,815733.0
2017-09-10,37160000,1346.71,36464267,695733,22458,91.33,0.4703,47.62,801.2,4122.94,695733.0
2017-09-11,36980000,1327.32,36006465,973535,22500,91.86,0.4703,48.02,797.47,4161.27,695733.0
2017-09-12,36740000,1331.94,35879673,860327,22343,91.91,0.4703,48.25,799.94,4130.81,973535.0
2017-09-13,36780000,1323.25,36015711,764289,22575,92.52,0.4703,49.19,802.78,3882.59,860327.0
2017-09-14,36700000,1329.83,35853297,846703,22362,92.12,0.4703,49.72,806.32,3154.95,764289.0
2017-09-15,36850000,1319.62,35635303,1214697,22398,91.87,0.4703,49.8,805.82,3637.52,846703.0
2017-09-16,36800000,1319.62,35635303,1164697,22398,91.87,0.4703,49.8,805.82,3625.04,1214697.0
2017-09-17,36800000,1319.62,35635303,1164697,22398,91.87,0.4703,49.79,805.82,3582.88,1164697.0
2017-09-18,36800000,1307.57,35309902,1490098,22398,92.05,0.4703,49.95,807.87,4065.2,1164697.0
2017-09-19,36760000,1311.28,35391117,1368883,22386,91.79,0.4703,49.79,805.93,3924.97,1490098.0
2017-09-20,36800000,1301.15,35472245,1327755,22612,92.51,0.4703,50.3,805.86,3905.95,1368883.0
2017-09-21,36680000,1291.39,34765543,1914457,22329,92.26,0.4703,50.31,803.93,3631.04,1327755.0
2017-09-22,36700000,1297.38,35089476,1610524,22433,92.17,0.4703,50.27,807.13,3630.7,1914457.0
2017-09-23,36730000,1297.38,35089476,1640524,22433,92.17,0.4703,50.27,807.13,3792.4,1610524.0
2017-09-24,36730000,1297.38,35089476,1640524,22433,92.17,0.4703,50.27,807.13,3682.84,1640524.0
2017-09-25,36700000,1310.55,35475699,1224301,22452,92.65,0.4703,51.73,805.58,3926.07,1640524.0
2017-09-26,36720000,1293.89,34926445,1793555,22389,92.97,0.4703,51.74,805.35,3892.35,1224301.0
2017-09-27,36600000,1281.12,34595641,2004359,22398,93.36,0.4703,51.75,803.77,4200.67,1793555.0
2017-09-28,36550000,1287.3,34731486,1818514,22378,93.09,0.4703,51.28,804.82,4174.73,2004359.0
2017-09-29,36650000,1279.45,34743366,1906634,22523,93.08,0.4703,51.34,804.42,4163.07,1818514.0
2017-09-30,36600000,1279.45,34743366,1856634,22523,93.08,0.4703,51.34,804.42,4338.71,1906634.0
2017-10-01,36600000,1279.45,34743366,1856634,22523,93.08,0.4703,51.36,804.42,4403.74,1856634.0
2017-10-02,36500000,1271.12,34348587,2151413,22413,93.56,0.4703,50.3,802.23,4409.32,1856634.0
2017-10-03,36450000,1271.75,34377877,2072123,22421,93.57,0.4703,49.83,798.0,4317.48,2151413.0
2017-10-04,36560000,1274.69,34457351,2102649,22421,93.46,0.4703,49.66,805.66,4229.36,2072123.0
2017-10-05,36600000,1268.05,34323724,2276276,22451,93.96,0.4703,50.56,805.23,4328.41,2102649.0
2017-10-06,36570000,1276.03,34373575,2196425,22343,93.8,0.4703,49.03,807.8,4370.81,2276276.0
2017-10-07,36610000,1276.03,34373575,2236425,22343,93.8,0.4703,49.03,807.8,4426.89,2196425.0
2017-10-08,36610000,1276.03,34373575,2236425,22343,93.8,0.4703,49.28,807.8,4610.48,2236425.0
2017-10-09,36610000,1284.1,34671469,1938531,22395,93.74,0.4703,49.43,808.96,4772.02,2236425.0
2017-10-10,36640000,1287.85,34673348,1966652,22331,93.29,0.4703,50.74,810.65,4781.99,1938531.0
2017-10-11,36630000,1291.8,34748547,1881453,22311,92.96,0.4703,50.97,813.95,4826.48,1966652.0
2017-10-12,36690000,1293.6,34976323,1713677,22426,93.12,0.4703,50.6,815.87,5446.91,1881453.0
2017-10-13,36660000,1304.88,35227822,1432178,22392,93.09,0.4703,51.31,820.95,5647.21,1713677.0
2017-10-14,36730000,1304.88,35227822,1502178,22392,93.09,0.4703,51.31,820.95,5831.79,1432178.0
2017-10-15,36730000,1304.88,35227822,1502178,22392,93.09,0.4703,51.82,820.95,5678.19,1502178.0
2017-10-16,36700000,1294.74,34943145,1756855,22385,93.28,0.4703,51.79,819.43,5725.59,1502178.0
2017-10-17,36550000,1285.19,34654415,1895585,22365,93.49,0.4703,51.98,828.29,5605.51,1756855.0
2017-10-18,36520000,1281.17,34450250,2069750,22303,93.36,0.4703,52.08,827.72,5590.69,1895585.0
2017-10-19,36520000,1289.79,34739575,1780425,22340,93.27,0.4703,51.39,828.93,5708.52,2069750.0
2017-10-20,36520000,1280.72,34621898,1898102,22422,93.7,0.4703,51.84,826.84,6011.45,1780425.0
2017-10-21,36540000,1280.72,34621898,1918102,22422,93.7,0.4703,51.84,826.84,6031.6,1898102.0
2017-10-22,36540000,1280.72,34621898,1918102,22422,93.7,0.4703,51.91,826.84,6008.42,1918102.0
2017-10-23,36530000,1282.07,34581106,1948894,22372,93.94,0.4703,51.72,820.04,5930.32,1918102.0
2017-10-24,36500000,1276.72,34436801,2063199,22372,93.96,0.4703,52.27,825.24,5526.64,1948894.0
2017-10-25,36470000,1277.41,34366086,2103914,22314,93.71,0.4703,51.95,830.69,5750.8,2063199.0
2017-10-26,36470000,1267.11,34660343,1809657,22688,94.61,0.4703,52.5,830.11,5904.83,2103914.0
2017-10-27,36490000,1273.35,34399635,2090365,22407,94.92,0.4703,54.0,840.37,5780.9,1809657.0
2017-10-28,36540000,1273.35,34399635,2140365,22407,94.92,0.4703,54.0,840.37,5753.09,2090365.0
2017-10-29,36540000,1273.35,34399635,2140365,22407,94.92,0.4703,53.91,840.37,6153.85,2140365.0
2017-10-30,36500000,1276.24,34390003,2109997,22350,94.49,0.4703,53.91,845.2,6130.53,2140365.0
2017-10-31,36580000,1271.58,34265966,2314034,22351,94.55,0.4703,54.43,837.28,6468.4,2109997.0
2017-11-01,36620000,1274.39,34430804,2189196,22409,94.82,0.4703,54.11,842.71,6767.31,2314034.0
2017-11-02,36620000,1275.99,34395573,2224427,22358,94.69,0.4703,54.79,833.09,7078.5,2189196.0
2017-11-03,36600000,1269.85,34366322,2233678,22447,94.94,0.4703,55.59,843.73,7207.76,2224427.0
2017-11-04,36580000,1269.85,34366322,2213678,22447,94.94,0.4703,55.59,843.73,7379.95,2233678.0
2017-11-05,36580000,1269.85,34366322,2213678,22447,94.94,0.4703,55.72,843.73,7407.41,2213678.0
2017-11-06,36620000,1281.55,34502186,2117814,22330,94.72,0.4703,57.12,849.09,7022.76,2213678.0
2017-11-07,36630000,1275.53,34341652,2288348,22331,94.91,0.4703,56.91,850.33,7144.38,2117814.0
2017-11-08,36640000,1281.3,34560337,2079663,22372,94.87,0.4703,56.77,859.7,7459.69,2288348.0
2017-11-09,36650000,1285.3,34660480,1989520,22367,94.44,0.4703,56.96,860.4,7143.58,2079663.0
2017-11-10,36620000,1276.14,34342689,2277311,22321,94.39,0.4703,56.81,868.21,6618.14,1989520.0
2017-11-11,36610000,1276.14,34342689,2267311,22321,94.39,0.4703,56.81,868.21,6357.6,2277311.0
2017-11-12,36610000,1276.14,34342689,2267311,22321,94.39,0.4703,56.84,868.21,5950.07,2267311.0
2017-11-13,36620000,1277.99,34421751,2198249,22340,94.49,0.4703,56.67,879.34,6559.49,2267311.0
2017-11-14,36550000,1280.71,34323618,2226382,22229,93.83,0.4703,55.02,880.9,6635.75,2198249.0
2017-11-15,36620000,1278.8,34704130,1915870,22509,93.81,0.4703,55.25,882.59,7315.54,2226382.0
2017-11-16,36560000,1278.47,34462424,2097576,22358,93.93,0.4703,55.17,892.8,7871.69,1915870.0
2017-11-17,36550000,1294.37,34922236,1627764,22378,93.66,0.4703,56.61,890.69,7708.99,2097576.0
2017-11-18,36630000,1294.37,34922236,1707764,22378,93.66,0.4703,56.61,890.69,7790.15,1627764.0
2017-11-19,36630000,1294.37,34922236,1707764,22378,93.66,0.4703,56.58,890.69,8036.49,1707764.0
2017-11-20,36570000,1276.7,34559402,2010598,22452,94.08,0.4703,56.16,903.55,8200.64,1707764.0
2017-11-21,36600000,1280.48,34504255,2095745,22350,93.95,0.4703,56.88,918.3,8071.26,2010598.0
2017-11-22,36620000,1292.12,34654337,1965663,22245,93.22,0.4703,57.79,932.66,8253.55,2095745.0
2017-11-23,36600000,1291.25,34848955,1751045,22385,93.22,0.4703,58.22,933.7,8038.77,1965663.0
2017-11-24,36600000,1288.22,34554399,2045601,22248,92.76,0.4703,58.68,935.57,8253.69,1751045.0
2017-11-25,36600000,1288.22,34554399,2045601,22248,92.76,0.4703,58.68,935.57,8790.92,2045601.0
2017-11-26,36600000,1288.22,34554399,2045601,22248,92.76,0.4703,58.71,935.57,9330.55,2045601.0
2017-11-27,36600000,1294.5,35044358,1555642,22454,92.9,0.4703,57.71,938.61,9818.35,2045601.0
2017-11-28,36580000,1294.01,35032653,1547347,22455,93.26,0.4703,57.56,941.21,10058.8,1555642.0
2017-11-29,36600000,1283.57,34613828,1986172,22367,93.26,0.4703,57.23,952.14,9888.61,1547347.0
2017-11-30,36510000,1274.76,34234853,2275147,22275,93.01,0.4703,57.24,949.93,10233.6,1986172.0
2017-12-01,36530000,1280.26,34547721,1982279,22382,92.9,0.4703,58.17,960.33,10975.6,2275147.0
2017-12-02,36560000,1280.26,34547721,2012279,22382,92.9,0.4703,58.17,960.33,11074.6,1982279.0
2017-12-03,36560000,1280.26,34547721,2012279,22382,92.9,0.4703,58.09,960.33,11323.2,2012279.0
2017-12-04,36540000,1276.23,34406659,2133341,22361,93.19,0.4703,57.35,970.02,11657.2,2012279.0
2017-12-05,36520000,1266.55,34287703,2232297,22454,93.38,0.4703,57.34,953.3,11916.7,2133341.0
2017-12-06,36520000,1263.94,34124089,2395911,22393,93.61,0.4703,55.99,947.64,14291.5,2232297.0
2017-12-07,36450000,1246.7,33661647,2788353,22395,93.8,0.4703,56.5,938.65,17899.7,2395911.0
2017-12-08,36380000,1248.14,33559074,2820926,22301,93.9,0.4703,57.25,940.16,16569.4,2788353.0
2017-12-09,36400000,1248.14,33559074,2840926,22301,93.9,0.4703,57.25,940.16,15178.2,2820926.0
2017-12-10,36400000,1248.14,33559074,2840926,22301,93.9,0.4703,57.12,940.16,15455.4,2840926.0
2017-12-11,36470000,1241.96,33551632,2918368,22407,93.87,0.4703,57.88,917.45,16936.8,2840926.0
2017-12-12,36500000,1243.85,33653679,2846321,22441,94.1,0.4703,57.41,927.25,17415.4,2918368.0
2017-12-13,36460000,1255.45,33614852,2845148,22208,93.43,0.4703,56.74,924.4,16408.2,2846321.0
2017-12-14,36500000,1252.85,33950051,2549949,22476,93.49,0.4703,57.05,935.85,16564.0,2845148.0
2017-12-15,36500000,1255.26,34010818,2489182,22473,93.93,0.4703,57.31,935.16,17706.9,2549949.0
2017-12-16,36520000,1255.26,34010818,2509182,22473,93.93,0.4703,57.31,935.16,19497.4,2489182.0
2017-12-17,36520000,1255.26,34010818,2509182,22473,93.93,0.4703,57.38,935.16,19140.8,2509182.0
2017-12-18,36520000,1261.69,34066386,2453614,22395,93.7,0.4703,57.28,958.06,19114.2,2509182.0
2017-12-19,36540000,1261.72,33951585,2588415,22319,93.47,0.4703,57.65,951.42,17776.7,2453614.0
2017-12-20,36500000,1265.62,34036693,2463307,22306,93.35,0.4703,58.0,953.51,16624.6,2588415.0
2017-12-21,36480000,1266.76,34165097,2314903,22370,93.28,0.4703,58.14,946.06,15802.9,2463307.0
2017-12-22,36520000,1275.01,34364545,2155455,22355,93.35,0.4703,58.44,952.32,13831.8,2314903.0
2017-12-23,36570000,1275.01,34364545,2205455,22355,93.35,0.4703,58.44,952.32,14699.2,2155455.0
2017-12-24,36570000,1275.01,34364545,2205455,22355,93.35,0.4703,58.44,952.32,13925.8,2205455.0
2017-12-25,36530000,1275.24,34339994,2190006,22335,93.35,0.4703,58.44,958.31,14026.6,2205455.0
2017-12-26,36540000,1283.29,34600088,1939912,22363,93.26,0.4703,59.78,965.93,16099.8,2190006.0
2017-12-27,36580000,1287.41,34715828,1864172,22366,93.03,0.4703,59.54,968.46,15838.5,1939912.0
2017-12-28,36590000,1294.84,34922427,1667573,22370,92.6,0.4703,59.81,976.72,14606.5,1864172.0
2017-12-29,36560000,1302.55,35087968,1472032,22343,92.12,0.4703,60.23,984.24,14656.2,1667573.0
2017-12-30,36440000,1302.55,35087968,1352032,22343,92.12,0.4703,60.23,984.24,12952.2,1472032.0
2017-12-31,36440000,1302.55,35087968,1352032,22343,92.12,0.4703,60.23,984.24,14156.4,1352032.0
2018-01-01,36670000,1306.86,35175709,1494291,22325,92.12,0.4703,60.23,984.24,13657.2,1352032.0
2018-01-02,36750000,1318.14,35573088,1176912,22384,91.85,0.4703,60.4,995.77,14982.1,1494291.0
2018-01-03,36700000,1312.84,35420558,1279442,22378,92.16,0.4703,61.81,1005.67,15201.0,1176912.0
2018-01-04,36640000,1322.97,35673131,966869,22365,91.85,0.4703,61.92,1019.75,15599.2,1279442.0
2018-01-05,36690000,1320.21,35684662,1005338,22419,91.95,0.4703,61.55,1012.65,17429.5,966869.0
2018-01-06,36680000,1320.21,35684662,995338,22419,91.95,0.4703,61.55,1012.65,17527.0,1005338.0
2018-01-07,36680000,1320.21,35684662,995338,22419,91.95,0.4703,61.64,1012.65,16477.6,995338.0
2018-01-08,36600000,1320.58,35680333,919667,22410,92.33,0.4703,62.23,1022.9,15170.1,995338.0
2018-01-09,36600000,1312.66,35384049,1215951,22358,92.53,0.4703,63.34,1033.56,14595.4,919667.0
2018-01-10,36610000,1317.19,35703081,906919,22482,92.33,0.4703,63.44,1038.11,14973.3,1215951.0
2018-01-11,36650000,1322.42,35398417,1251583,22202,91.85,0.4703,63.51,1048.17,13405.8,906919.0
2018-01-12,36800000,1338.4,35881032,918968,22236,90.97,0.4703,64.38,1050.11,13980.6,1251583.0
2018-01-13,36950000,1338.4,35881032,1068968,22236,90.97,0.4703,64.38,1050.11,14360.2,918968.0
2018-01-14,36950000,1338.4,35881032,1068968,22236,90.97,0.4703,64.28,1050.11,13772.0,1068968.0
2018-01-15,37000000,1340.16,36136650,863350,22365,90.97,0.4703,64.72,1063.47,13819.8,1068968.0
2018-01-16,36870000,1338.61,35988337,881663,22299,90.39,0.4703,63.87,1062.96,11490.5,863350.0
2018-01-17,36870000,1327.73,35895928,974072,22424,90.54,0.4703,64.21,1034.69,11188.6,881663.0
2018-01-18,36770000,1327.19,35818923,951077,22385,90.5,0.4703,63.66,1050.25,11474.9,974072.0
2018-01-19,36860000,1331.8,36087853,772147,22475,90.57,0.4703,63.56,1062.07,11607.4,951077.0
2018-01-20,36850000,1331.8,36087853,762147,22475,90.57,0.4703,63.56,1062.07,12899.2,772147.0
2018-01-21,36850000,1331.8,36087853,762147,22475,90.57,0.4703,63.49,1062.07,11600.1,762147.0
2018-01-22,36870000,1334.11,36472142,397858,22675,90.4,0.4703,63.94,1087.42,10931.4,762147.0
2018-01-23,36880000,1341.39,36671972,208028,22676,90.12,0.4703,64.51,1087.42,10868.4,397858.0
2018-01-24,36980000,1358.15,37130170,-150170,22676,89.21,0.4703,65.85,1087.42,11359.4,208028.0
2018-01-25,37160000,1348.05,36858762,301238,22678,89.39,0.4703,65.22,1104.57,11259.4,-150170.0
2018-01-26,37150000,1350.14,36912000,238000,22676,89.07,0.4703,66.31,1115.64,11171.4,301238.0
2018-01-27,37100000,1350.14,36912000,188000,22676,89.07,0.4703,66.31,1115.64,11440.7,238000.0
2018-01-28,37100000,1350.14,36912000,188000,22676,89.07,0.4703,66.31,1115.64,11786.3,188000.0
2018-01-29,36980000,1340.35,36628188,351812,22666,89.31,0.4703,65.56,1109.8,11296.4,188000.0
2018-01-30,36890000,1338.55,36595298,294702,22676,89.19,0.4703,63.83,1110.56,10106.3,351812.0
2018-01-31,36880000,1345.1,36751183,128817,22662,89.13,0.4703,64.93,1110.36,10221.1,294702.0
2018-02-01,36870000,1349.19,36884077,-14077,22675,88.67,0.4703,66.11,1099.67,9170.54,128817.0
2018-02-02,36920000,1332.98,36442536,477464,22676,89.2,0.4703,65.12,1105.04,8830.75,-14077.0
2018-02-03,36880000,1332.98,36442536,437464,22676,89.2,0.4703,65.12,1105.04,9174.91,477464.0
2018-02-04,36880000,1332.98,36442536,437464,22676,89.2,0.4703,65.06,1105.04,8277.01,437464.0
2018-02-05,36840000,1339.6,36621421,218579,22674,89.55,0.4703,63.62,1048.71,6955.27,437464.0
2018-02-06,36920000,1325.02,36224436,695564,22676,89.59,0.4703,63.91,1011.6,7754.0,218579.0
2018-02-07,36870000,1318.49,36029381,840619,22665,90.26,0.4703,61.71,1040.55,7621.3,695564.0
2018-02-08,36700000,1318.97,36034388,665612,22660,90.23,0.4703,60.52,1023.25,8265.59,840619.0
2018-02-09,36780000,1316.69,35983846,796154,22667,90.44,0.4703,59.09,1003.94,8736.98,665612.0
2018-02-10,36930000,1316.69,35983846,946154,22667,90.44,0.4703,59.09,1003.94,8621.9,796154.0
2018-02-11,36930000,1316.69,35983846,946154,22667,90.44,0.4703,59.39,1003.94,8129.97,946154.0
2018-02-12,37040000,1322.88,36159234,880766,22671,90.21,0.4703,59.55,1041.79,8926.57,946154.0
2018-02-13,37120000,1329.55,36352288,767712,22678,89.7,0.4703,58.97,1059.73,8598.31,880766.0
2018-02-14,37120000,1350.76,36933022,186978,22678,89.12,0.4703,60.83,1059.73,9494.63,767712.0
2018-02-15,37120000,1353.3,37002472,117528,22678,88.59,0.4703,61.49,1059.73,10166.4,186978.0
2018-02-16,37120000,1347.86,36843979,276021,22672,89.1,0.4703,61.65,1059.73,10233.9,117528.0
2018-02-17,37120000,1347.86,36843979,276021,22672,89.1,0.4703,61.65,1059.73,11112.7,276021.0
2018-02-18,37120000,1347.86,36843979,276021,22672,89.1,0.4703,61.83,1059.73,10551.8,276021.0
2018-02-19,37120000,1346.69,37090451,29549,22844,89.1,0.4703,62.47,1059.73,11225.3,276021.0
2018-02-20,37120000,1329.49,36325001,794999,22662,89.72,0.4703,61.73,1059.73,11403.7,29549.0
2018-02-21,37120000,1324.26,36214994,905006,22683,90.08,0.4703,61.33,1087.15,10690.4,794999.0
2018-02-22,37010000,1331.51,36421289,588711,22688,89.75,0.4703,62.73,1076.03,10005.0,905006.0
2018-02-23,36990000,1328.94,36379672,610328,22706,89.88,0.4703,63.65,1102.85,10301.1,588711.0
2018-02-24,36980000,1328.94,36379672,600328,22706,89.88,0.4703,63.65,1102.85,9813.07,610328.0
2018-02-25,37050000,1328.94,36379672,670328,22706,89.88,0.4703,63.64,1102.85,9664.73,600328.0
2018-02-26,36950000,1333.16,36504838,445162,22712,89.82,0.4703,64.05,1114.53,10366.7,670328.0
2018-02-27,36920000,1318.2,36091705,828295,22709,90.36,0.4703,62.89,1119.61,10725.6,445162.0
2018-02-28,36700000,1318.05,36102695,597305,22719,90.61,0.4703,61.52,1121.54,10397.9,828295.0
2018-03-01,36690000,1316.55,36067480,622520,22722,90.32,0.4703,61.3,1115.79,10951.0,597305.0
2018-03-02,36770000,1322.2,36210308,559692,22715,89.94,0.4703,61.52,1121.21,11086.4,622520.0
2018-03-03,36820000,1322.2,36210308,609692,22715,89.94,0.4703,61.52,1121.21,11489.7,559692.0
2018-03-04,36820000,1322.2,36210308,609692,22715,89.94,0.4703,61.62,1121.21,11512.6,609692.0
2018-03-05,36860000,1320.01,36166247,693753,22725,90.08,0.4703,62.65,1093.48,11573.3,609692.0
2018-03-06,36820000,1334.46,36570199,249801,22730,89.62,0.4703,62.08,1120.29,10779.9,693753.0
2018-03-07,36840000,1325.54,36333742,506258,22735,89.64,0.4703,61.34,1112.26,9965.57,249801.0
2018-03-08,36820000,1322.35,36226374,593626,22722,90.12,0.4703,60.32,1124.15,9395.01,506258.0
2018-03-09,36770000,1323.7,36267347,502653,22725,90.09,0.4703,62.18,1123.41,9337.55,593626.0
2018-03-10,36820000,1323.7,36267347,552653,22725,90.09,0.4703,62.18,1123.41,8866.0,502653.0
2018-03-11,36820000,1323.7,36267347,552653,22725,90.09,0.4703,62.18,1123.41,9578.63,552653.0
2018-03-12,36760000,1323.05,36247146,512854,22724,89.9,0.4703,61.31,1126.29,9205.12,552653.0
2018-03-13,36730000,1326.39,36345047,384953,22728,89.66,0.4703,60.89,1133.31,9194.85,512854.0
2018-03-14,36760000,1325.0,36313349,446651,22732,89.7,0.4703,60.95,1138.09,8269.81,384953.0
2018-03-15,36760000,1316.26,36079372,680628,22735,90.14,0.4703,61.26,1138.76,8300.86,446651.0
2018-03-16,36750000,1314.0,36032317,717683,22744,90.23,0.4703,62.26,1150.19,8338.35,680628.0
2018-03-17,36730000,1314.0,36032317,697683,22744,90.23,0.4703,62.26,1150.19,7916.88,717683.0
2018-03-18,36730000,1314.0,36032317,697683,22744,90.23,0.4703,62.12,1150.19,8223.68,697683.0
2018-03-19,36670000,1316.94,36063558,606442,22713,89.9,0.4703,62.14,1159.22,8630.65,697683.0
2018-03-20,36690000,1311.21,35948063,741937,22740,90.37,0.4703,63.66,1159.39,8913.47,606442.0
2018-03-21,36700000,1332.17,36515154,184846,22735,89.78,0.4703,65.3,1169.36,8929.28,741937.0
2018-03-22,36780000,1328.95,36432018,347982,22738,89.86,0.4703,64.47,1172.36,8728.47,184846.0
2018-03-23,36890000,1347.22,36984852,-94852,22770,89.44,0.4703,65.75,1153.59,8879.62,347982.0
2018-03-24,37040000,1347.22,36984852,55148,22770,89.44,0.4703,65.75,1153.59,8668.12,-94852.0
2018-03-25,37040000,1347.22,36984852,55148,22770,89.44,0.4703,66.33,1153.59,8495.78,55148.0
2018-03-26,37020000,1353.46,37134943,-114943,22757,89.03,0.4703,65.5,1171.22,8209.4,55148.0
2018-03-27,37050000,1344.71,36932969,117031,22780,89.37,0.4703,64.75,1171.73,7833.04,-114943.0
2018-03-28,36900000,1324.99,36396942,503058,22784,90.06,0.4703,64.61,1172.24,7954.48,117031.0
2018-03-29,36730000,1325.0,36387473,342527,22778,90.15,0.4703,64.86,1167.03,7165.7,503058.0
2018-03-30,36820000,1325.0,36357280,462720,22759,90.15,0.4703,64.86,1174.46,6890.52,342527.0
2018-03-31,36800000,1325.0,36357280,442720,22759,90.15,0.4703,64.86,1174.46,6973.53,462720.0
2018-04-01,36800000,1325.0,36357280,442720,22759,90.15,0.4703,65.03,1174.46,6844.23,442720.0
2018-04-02,36800000,1341.35,36395146,404854,22505,90.05,0.4703,63.02,1196.61,7083.8,442720.0
2018-04-03,36860000,1332.83,36597842,262158,22775,90.2,0.4703,63.48,1188.29,7456.11,404854.0
2018-04-04,36920000,1333.35,36612120,307880,22775,90.14,0.4703,63.61,1191.54,6853.84,262158.0
2018-04-05,36750000,1326.55,36434197,315803,22780,90.46,0.4703,63.12,1193.17,6811.47,307880.0
2018-04-06,36780000,1333.2,36612824,167176,22778,90.11,0.4703,61.89,1199.96,6636.32,315803.0
2018-04-07,36820000,1333.2,36612824,207176,22778,90.11,0.4703,61.89,1199.96,6911.09,167176.0
2018-04-08,36820000,1333.2,36612824,207176,22778,90.11,0.4703,62.13,1199.96,7023.52,207176.0
2018-04-09,36800000,1336.24,36679393,120607,22768,89.84,0.4703,63.26,1204.33,6770.73,207176.0
2018-04-10,36850000,1340.05,36148224,701776,22374,89.59,0.4703,65.62,1198.12,6834.76,120607.0
2018-04-11,36910000,1353.29,37131095,-221095,22758,89.57,0.4703,66.8,1167.11,6968.32,701776.0
2018-04-12,37040000,1335.48,36639210,400790,22756,89.75,0.4703,66.83,1173.02,7889.25,-221095.0
2018-04-13,36960000,1345.46,36909769,50231,22754,89.8,0.4703,67.31,1157.14,7895.96,400790.0
2018-04-14,37170000,1345.46,36909769,260231,22754,89.8,0.4703,67.31,1157.14,7986.24,50231.0
2018-04-15,37170000,1345.46,36909769,260231,22754,89.8,0.4703,67.14,1157.14,8329.11,260231.0
2018-04-16,37170000,1345.91,36918869,251131,22752,89.43,0.4703,66.42,1148.49,8058.67,260231.0
2018-04-17,37020000,1347.29,36942103,77897,22742,89.52,0.4703,66.59,1153.28,7902.09,251131.0
2018-04-18,36990000,1349.32,36989631,369,22738,89.62,0.4703,68.75,1138.53,8163.42,77897.0
2018-04-19,37090000,1345.6,36890086,199914,22739,89.94,0.4703,68.39,1094.63,8294.31,369.0
2018-04-20,36980000,1335.12,36610822,369178,22744,90.32,0.4703,68.09,1119.86,8845.83,199914.0
2018-04-21,36930000,1335.12,36610822,319178,22744,90.32,0.4703,68.09,1119.86,8895.58,369178.0
2018-04-22,36930000,1335.12,36610822,319178,22744,90.32,0.4703,68.23,1119.86,8802.46,319178.0
2018-04-23,36830000,1325.0,35828511,1001489,22428,90.94,0.4703,68.98,1076.78,8930.88,319178.0
2018-04-24,36840000,1330.68,36476236,363764,22736,90.77,0.4703,67.83,1080.74,9697.5,1001489.0
2018-04-25,36840000,1323.33,36271569,568431,22734,91.17,0.4703,68.22,1080.74,8845.74,363764.0
2018-04-26,36790000,1317.28,36105743,684257,22734,91.56,0.4703,68.11,1044.86,9281.51,568431.0
2018-04-27,36820000,1322.8,36253852,566148,22732,91.54,0.4703,67.98,1050.26,8987.05,684257.0
2018-04-28,36870000,1322.8,36253852,616148,22732,91.54,0.4703,67.98,1050.26,9348.48,566148.0
2018-04-29,36870000,1322.8,36253852,616148,22732,91.54,0.4703,67.99,1050.26,9419.08,616148.0
2018-04-30,36870000,1315.36,36044395,825605,22728,91.84,0.4703,68.53,1050.26,9240.55,616148.0
2018-05-01,36870000,1303.97,35732278,1137722,22728,92.45,0.4703,67.45,1050.26,9119.01,825605.0
2018-05-02,36720000,1304.85,35387478,1332522,22494,92.51,0.4703,67.66,1029.08,9235.92,1137722.0
2018-05-03,36750000,1312.09,35950833,799167,22726,92.41,0.4703,68.51,1026.46,9743.86,1332522.0
2018-05-04,36750000,1315.05,36034314,715686,22728,92.57,0.4703,69.78,1026.8,9700.76,799167.0
2018-05-05,36780000,1315.05,36034314,745686,22728,92.57,0.4703,69.78,1026.8,9858.15,715686.0
2018-05-06,36780000,1315.05,36034314,745686,22728,92.57,0.4703,69.78,1026.8,9654.8,745686.0
2018-05-07,36730000,1314.3,35520163,1209837,22416,92.75,0.4703,70.02,1062.26,9373.01,745686.0
2018-05-08,36730000,1314.47,36027930,702070,22734,93.12,0.4703,70.21,1060.45,9234.82,1209837.0
2018-05-09,36720000,1312.78,35987940,732060,22738,93.04,0.4703,71.42,1056.97,9325.18,702070.0
2018-05-10,36740000,1321.39,36231140,508860,22742,92.65,0.4703,71.5,1028.87,9043.94,732060.0
2018-05-11,36830000,1318.22,35692856,1137144,22458,92.54,0.4703,70.52,1044.85,8441.49,508860.0
2018-05-12,36800000,1318.22,35692856,1107144,22458,92.54,0.4703,70.52,1044.85,8504.89,1137144.0
2018-05-13,36800000,1318.22,35692856,1107144,22458,92.54,0.4703,70.64,1044.85,8723.94,1107144.0
2018-05-14,36810000,1312.82,35451675,1358325,22398,92.59,0.4703,71.06,1066.98,8716.79,1107144.0
2018-05-15,36730000,1290.64,35373224,1356776,22732,93.22,0.4703,70.97,1073.5,8510.38,1358325.0
2018-05-16,36680000,1291.03,35388583,1291417,22736,93.39,0.4703,71.55,1054.62,8368.83,1356776.0
2018-05-17,36660000,1291.0,35390874,1269126,22738,93.47,0.4703,71.58,1030.64,8094.32,1291417.0
2018-05-18,36680000,1292.5,35435890,1244110,22740,93.64,0.4703,71.39,1040.54,8250.97,1269126.0
